date,inflation,unem,gdp,snp,prez_gop,gov_gop,sen_gop,rep_gop,prez_dem,gov_dem,sen_dem,rep_dem
2005-04-01,-3.3618,-5.2,NA,-2.0109,1,28,54,232,0,22,45,202
2005-05-01,-2.8693,-5.1,6.5075,2.9952,1,28,54,231,0,22,45,202
2005-06-01,-2.541,-5,NA,-0.0143,1,28,54,231,0,22,45,202
2005-07-01,-3.0672,-5,NA,3.5968,1,28,54,231,0,22,45,202
2005-08-01,-3.6469,-4.9,6.7733,-1.1222,1,28,54,231,0,22,45,202
2005-09-01,-4.7418,-5,NA,0.6949,1,28,54,232,0,22,45,202
2005-10-01,-4.3501,-5,NA,-1.7741,1,28,54,232,0,22,45,202
2005-11-01,-3.3385,-5,6.5227,3.5186,1,28,54,232,0,22,45,202
2005-12-01,-3.3385,-4.9,NA,-0.0952,1,28,54,232,0,22,45,202
2006-01-01,-4.0188,-4.7,NA,2.5467,1,28,54,231,0,22,45,201
2006-02-01,-3.6383,-4.8,6.518,0.0453,1,28,54,231,0,22,45,201
2006-03-01,-3.4179,-4.7,NA,1.1096,1,28,54,231,0,22,45,201
2006-04-01,-3.6138,-4.7,NA,1.2156,1,28,54,231,0,22,45,201
2006-05-01,-3.9773,-4.6,6.3642,-3.0917,1,28,54,231,0,22,45,201
2006-06-01,-4.1817,-4.6,NA,0.0087,1,28,54,231,0,22,45,201
2006-07-01,-4.1047,-4.7,NA,0.5086,1,28,54,231,0,22,45,201
2006-08-01,-3.9266,-4.7,5.3243,2.1274,1,28,54,231,0,22,45,201
2006-09-01,-2.0121000000000002,-4.5,NA,2.4566,1,28,54,231,0,22,45,201
2006-10-01,-1.4063,-4.4,NA,3.1508,1,28,54,231,0,22,45,201
2006-11-01,-1.9687,-4.5,5.1175,1.6467,1,28,54,232,0,22,45,202
2006-12-01,-2.524,-4.4,NA,1.2616,1,28,54,232,0,22,45,202
2007-01-01,-2.0758,-4.6,NA,1.4059,1,22,48,201,0,28,50,233
2007-02-01,-2.4203,-4.5,4.2809,-2.1846,1,22,48,201,0,28,50,233
2007-03-01,-2.7982,-4.4,NA,0.998,1,22,48,201,0,28,50,233
2007-04-01,-2.5929,-4.5,NA,4.3291,1,22,48,201,0,28,50,233
2007-05-01,-2.7099,-4.4,4.5109,3.2549,1,22,48,201,0,28,50,232
2007-06-01,-2.6928,-4.6,NA,-1.7816,1,22,47,201,0,28,50,232
2007-07-01,-2.3179,-4.7,NA,-3.1982,1,22,48,201,0,28,50,232
2007-08-01,-1.8974,-4.6,4.7539,1.2864,1,22,48,202,0,28,50,232
2007-09-01,-2.8338,-4.7,NA,3.5794,1,22,48,202,0,28,50,233
2007-10-01,-3.6107,-4.7,NA,1.4822,1,22,48,202,0,28,50,233
2007-11-01,-4.3733,-4.7,4.3998,-4.4043,1,22,48,202,0,28,50,234
2007-12-01,-4.1088,-5,NA,-0.8629,1,22,48,202,0,28,50,234
2008-01-01,-4.2947,-5,NA,-6.1163,1,22,48,198,0,28,50,231
2008-02-01,-4.143,-4.9,3.0576,-3.4761,1,22,48,198,0,28,50,231
2008-03-01,-3.9749,-5.1,NA,-0.596,1,22,48,198,0,28,50,233
2008-04-01,-3.9038,-5,NA,4.7547,1,22,48,198,0,28,50,234
2008-05-01,-4.0884,-5.4,2.709,1.0674,1,22,48,199,0,28,50,235
2008-06-01,-4.936,-5.6,NA,-8.5962,1,22,48,199,0,28,50,235
2008-07-01,-5.4975,-5.8,NA,-0.9859,1,22,48,199,0,28,50,236
2008-08-01,-5.308,-6.1,1.8758,1.219,1,22,48,199,0,28,50,236
2008-09-01,-4.9533,-6.1,NA,-9.0791,1,22,48,199,0,28,50,236
2008-10-01,-3.7311,-6.5,NA,-16.9425,1,22,48,199,0,28,50,236
2008-11-01,-1.0999,-6.8,-0.922,-7.4849,1,22,48,199,0,28,50,236
2008-12-01,0.0222,-7.3,NA,0.7822,1,22,48,199,0,28,50,236
2009-01-01,0.1136,-7.8,NA,-8.5657,0,22,40,179,1,28,57,254
2009-02-01,-0.0085,-8.3,-1.9395,-10.9931,0,22,40,179,1,28,57,254
2009-03-01,0.4465,-8.7,NA,8.5404,0,22,40,179,1,28,57,253
2009-04-01,0.5763,-9,NA,9.3925,0,22,40,179,1,28,57,254
2009-05-01,1.0158,-9.4,-3.1904,5.3081,0,22,40,179,1,28,57,255
2009-06-01,1.2292,-9.5,NA,0.0196,0,22,40,179,1,28,57,255
2009-07-01,1.9588,-9.5,NA,7.4142,0,22,40,179,1,28,58,254
2009-08-01,1.4838,-9.6,-3.0917,3.356,0,24,40,179,1,28,58,255
2009-09-01,1.3779,-9.8,NA,3.5723,0,24,41,179,1,28,58,255
2009-10-01,0.224,-10,NA,-1.9762,0,24,41,179,1,28,59,255
2009-11-01,-1.9146,-9.9,0.1141,5.7364,0,24,41,179,1,28,59,257
2009-12-01,-2.8141,-9.9,NA,1.7771,0,24,41,179,1,28,59,257
2010-01-01,-2.6211,-9.8,NA,-3.6974,0,24,41,178,1,26,57,255
2010-02-01,-2.1513,-9.8,2.0662,2.8514,0,24,41,178,1,26,57,255
2010-03-01,-2.2862,-9.9,NA,5.8796,0,24,41,178,1,26,57,253
2010-04-01,-2.2068,-9.9,NA,1.4759,0,24,41,177,1,26,57,254
2010-05-01,-2.0035,-9.6,3.8228,-8.1976,0,24,41,177,1,26,57,254
2010-06-01,-1.1216,-9.4,NA,-5.3882,0,24,41,178,1,26,57,255
2010-07-01,-1.3408,-9.4,NA,6.8778,0,24,41,178,1,26,56,255
2010-08-01,-1.1502,-9.5,4.6829,-4.7449,0,24,41,178,1,26,57,255
2010-09-01,-1.1183,-9.5,NA,8.7551,0,24,41,178,1,26,57,255
2010-10-01,-1.1667,-9.4,NA,3.6856,0,24,41,178,1,26,57,255
2010-11-01,-1.0845,-9.8,4.5564,-0.229,0,24,41,178,1,27,59,255
2010-12-01,-1.4378,-9.3,NA,6.53,0,24,41,178,1,27,59,255
2011-01-01,-1.6829,-9.2,NA,2.2646,0,29,47,241,1,21,51,193
2011-02-01,-2.1277,-9,3.796,3.1957,0,29,47,241,1,21,51,193
2011-03-01,-2.6183,-9,NA,-0.1047,0,29,47,241,1,21,51,192
2011-04-01,-3.0621,-9.1,NA,2.8495,0,29,47,241,1,21,51,192
2011-05-01,-3.488,-9,3.8439,-1.3501,0,29,47,240,1,21,51,192
2011-06-01,-3.5184,-9.1,NA,-1.8257,0,29,47,240,1,21,51,193
2011-07-01,-3.5909,-9,NA,-2.1474,0,29,47,240,1,21,51,192
2011-08-01,-3.744,-9,3.5158,-5.6791,0,29,47,240,1,21,51,193
2011-09-01,-3.8488,-9,NA,-7.1762,0,29,47,242,1,21,51,193
2011-10-01,-3.5501,-8.8,NA,10.7723,0,29,47,242,1,21,51,193
2011-11-01,-3.446,-8.6,3.6447,-0.5059,0,29,47,242,1,21,51,193
2011-12-01,-3.0267,-8.5,NA,0.8533,0,29,47,242,1,21,51,193
2012-01-01,-2.9894,-8.3,NA,4.3583,0,29,47,242,1,21,51,192
2012-02-01,-2.8756,-8.3,4.7124,4.0589,0,29,47,242,1,21,51,192
2012-03-01,-2.6102,-8.2,NA,3.1332,0,29,47,242,1,21,51,191
2012-04-01,-2.2815,-8.2,NA,-0.7497,0,29,47,242,1,21,51,190
2012-05-01,-1.7415,-8.2,4.0994,-6.2651,0,29,47,242,1,21,51,190
2012-06-01,-1.6834,-8.2,NA,3.9555,0,29,47,242,1,21,51,191
2012-07-01,-1.4041,-8.2,NA,1.2598,0,29,47,242,1,21,51,191
2012-08-01,-1.6936,-8,4.3741,1.9763,0,29,47,242,1,21,51,191
2012-09-01,-1.9534,-7.8,NA,2.4236,0,29,47,242,1,21,51,191
2012-10-01,-2.1736,-7.8,NA,-1.9789,0,29,47,242,1,21,51,191
2012-11-01,-1.7807,-7.7,3.4665,0.2847,0,29,47,243,1,21,51,194
2012-12-01,-1.7698,-7.9,NA,0.7068,0,29,47,243,1,21,51,194
2013-01-01,-1.6179,-8,NA,5.0428,0,30,45,232,1,20,53,200
2013-02-01,-1.9791,-7.7,3.4212,1.1061,0,30,45,232,1,20,53,200
2013-03-01,-1.4764,-7.5,NA,3.5988,0,30,45,232,1,20,53,200
2013-04-01,-1.0909,-7.6,NA,1.8086,0,30,45,232,1,20,53,201
2013-05-01,-1.4009,-7.5,3.2588,2.0763,0,30,45,233,1,20,53,201
2013-06-01,-1.7308,-7.5,NA,-1.4999,0,30,46,234,1,20,52,201
2013-07-01,-1.9231,-7.3,NA,4.9462,0,30,46,234,1,20,52,201
2013-08-01,-1.5232,-7.2,3.7089,-3.1298,0,30,46,234,1,20,53,201
2013-09-01,-1.1549,-7.2,NA,2.975,0,30,46,234,1,20,53,201
2013-10-01,-0.9329,-7.2,NA,4.4596,0,30,46,234,1,20,53,201
2013-11-01,-1.2266,-7,4.5664,2.8049,0,30,46,234,1,20,54,201
2013-12-01,-1.5279,-6.7,NA,2.3563,0,30,46,234,1,20,54,201
2014-01-01,-1.5917,-6.6,NA,-3.5583,0,29,45,232,1,21,53,200
2014-02-01,-1.0966,-6.7,3.282,4.3117,0,29,45,232,1,21,53,200
2014-03-01,-1.5264,-6.6,NA,0.6932,0,29,45,233,1,21,53,199
2014-04-01,-1.9718,-6.2,NA,0.6201,0,29,45,233,1,21,53,199
2014-05-01,-2.138,-6.3,4.2661,2.103,0,29,45,233,1,21,53,199
2014-06-01,-2.0487,-6.1,NA,1.9058,0,29,45,233,1,21,53,199
2014-07-01,-1.9813,-6.2,NA,-1.508,0,29,45,234,1,21,53,199
2014-08-01,-1.712,-6.1,4.3118,3.7655,0,29,45,234,1,21,53,199
2014-09-01,-1.6482,-5.9,NA,-1.5514,0,29,45,234,1,21,53,199
2014-10-01,-1.646,-5.7,NA,2.3201,0,29,45,234,1,21,53,199
2014-11-01,-1.2942,-5.8,3.662,2.4534,0,29,45,235,1,21,53,201
2014-12-01,-0.6762,-5.6,NA,-0.4189,0,29,45,235,1,21,53,201
2015-01-01,0.1918,-5.7,NA,-3.1041,0,31,54,245,1,18,44,188
2015-02-01,0.0722,-5.5,3.8096,5.4893,0,31,54,245,1,18,44,188
2015-03-01,0.0212,-5.5,NA,-1.7396,0,31,54,245,1,18,44,188
2015-04-01,0.1092,-5.4,NA,0.8521,0,31,54,244,1,18,44,188
2015-05-01,-0.0342,-5.5,NA,1.0491,0,31,54,245,1,18,44,188
2015-06-01,-0.1845,-5.3,NA,-2.1012,0,31,54,246,1,18,44,188
